designation,prix,image,category,pourcentage
Indomie Sachet Nouille Crevette 70G,0.67,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/4034/1.jpg?3481,epicerie,"<div class=""tag _dsct"">51%</div>"
Finish Tablettes Lave-Vaisselle - 45 Tabs,37.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/3183/1.jpg?8290,epicerie,"<div class=""tag _dsct"">31%</div>"
Indomie Sachet Nouille Poulet - 70G,0.74,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/4034/1.jpg?3621,epicerie,"<div class=""tag _dsct"">65%</div>"
Biostar Bicarbonate de sodium - 400 gr,6.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/3942/1.jpg?2138,epicerie,"<div class=""tag _dsct"">59%</div>"
Indomie Sachet Nouille Bœuf 70Gr,0.67,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/4034/1.jpg?3746,epicerie,"<div class=""tag _dsct"">11%</div>"
NIVEA Crème de soin hydratante - 50ml,5.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/6164/1.jpg?2886,epicerie,"<div class=""tag _dsct"">10%</div>"
NIVEA Déodorant - Pour homme - Protect & Care - Spray - 150 ml,10.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/3024/1.jpg?4126,epicerie,"<div class=""tag _dsct"">38%</div>"
NIVEA Lait démaquillant visage et yeux -  200ml,12.80,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/4453/1.jpg?2319,epicerie,"<div class=""tag _dsct"">18%</div>"
"NIVEA Déodorant Femme, Dry Fresh, Spray 150ml",10.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/3024/1.jpg?4126,epicerie,"<div class=""tag _dsct"">40%</div>"
NIVEA MEN Déodorant Anti-transpirant Homme Deep Espresso Roll-on - 50ml,8.78,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/0133/1.jpg?3706,epicerie,"<div class=""tag _dsct"">39%</div>"
NIVEA Crème Hydratante Tout Usage - Pour Homme - 30 ml,6.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/8715/1.jpg?4627,epicerie,"<div class=""tag _dsct"">44%</div>"
NIVEA Déodorant Femme Invisible Black & White 48h - 200ml,8.09,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/0133/1.jpg?3709,epicerie,"<div class=""tag _dsct"">34%</div>"
NIVEA MEN Lotion après rasage Sensitive - peau sensibles - 100ml,16.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/0133/1.jpg?3704,epicerie,"<div class=""tag _dsct"">8%</div>"
NIVEA MEN Gel Douche Protect & Care - 250ml,8.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/0133/1.jpg?3704,epicerie,"<div class=""tag _dsct"">44%</div>"
NIVEA MEN Gel nettoyant anti-impuretés homme deep - 100ml,15.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/0133/1.jpg?3704,epicerie,"<div class=""tag _dsct"">34%</div>"
"NIVEA Gel Nettoyant Fraîcheur peaux mixtes à grasse, 150ml",14.40,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/3024/1.jpg?7929,epicerie,"<div class=""tag _dsct"">63%</div>"
"NIVEA MEN,  Déodorant Fresh Active, Roll On 50ml",6.45,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/3024/1.jpg?4126,epicerie,"<div class=""tag _dsct"">49%</div>"
NIVEA Lait Hydratant douceur - 250ml,13.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/0133/1.jpg?3704,epicerie,"<div class=""tag _dsct"">38%</div>"
"NIVEA Gommage Douceur aux myrtilles et riz 100% Bio, tube, 75ml",13.60,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/0024/1.jpg?8525,epicerie,"<div class=""tag _dsct"">40%</div>"
NIVEA Lait Corps Nourrissant  -  250ml,13.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/0133/1.jpg?3704,epicerie,"<div class=""tag _dsct"">52%</div>"
Baracca Chocolat Praliné  - 16 Pièces,20.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/7671/1.jpg?3924,epicerie,"<div class=""tag _dsct"">63%</div>"
Chocolat Raffaello T23,29.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/1093/1.jpg?0543,epicerie,"<div class=""tag _dsct"">60%</div>"
Bebeto Gelée Cheese Cake 80G,3.77,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/2044/1.jpg?7350,epicerie,"<div class=""tag _dsct"">58%</div>"
Ferrero Rocher Lot de 30 pièces de chocolat,39.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/6312/1.jpg?8591,epicerie,"<div class=""tag _dsct"">49%</div>"
Bebeto Gelée Licorne 80G,3.77,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/2044/1.jpg?9478,epicerie,"<div class=""tag _dsct"">49%</div>"
Chupa Chups Melody Strawberry Lollipops,1.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/1504/1.jpg?9487,epicerie,"<div class=""tag _dsct"">46%</div>"
Bebeto Gelée Pastèque 80G,3.77,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/2044/1.jpg?6476,epicerie,"<div class=""tag _dsct"">60%</div>"
Bebeto Gelée Ice Cream 80G,3.77,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/2044/1.jpg?6645,epicerie,"<div class=""tag _dsct"">64%</div>"
Haribo Bonbon Phantasia 80g,4.99,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/2514/1.jpg?5545,epicerie,"<div class=""tag _dsct"">59%</div>"
Bebeto Gelée fruit de bois 70G,3.77,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/2044/1.jpg?8672,epicerie,"<div class=""tag _dsct"">57%</div>"
Haribo Bonbon Mix Fizz 70gr,4.65,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/3514/1.jpg?1426,epicerie,"<div class=""tag _dsct"">26%</div>"
Bebeto Gelée Boisson Cola 80G,3.77,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/2044/1.jpg?7158,epicerie,"<div class=""tag _dsct"">25%</div>"
Bebeto Gelée Vers 80G,3.77,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/2044/1.jpg?7458,epicerie,"<div class=""tag _dsct"">29%</div>"
Bebeto Gelée Mix 80G,3.77,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/2044/1.jpg?6774,epicerie,"<div class=""tag _dsct"">57%</div>"
Bebeto Gelée Parc Ocean 80G,3.77,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/2044/1.jpg?9253,epicerie,"<div class=""tag _dsct"">28%</div>"
"Pack de 50 Masque de Protection Médical ""ISO 9001"" - Bavette 3 Plies",17.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/7353/1.jpg?7769,epicerie,"<div class=""tag _dsct"">39%</div>"
Gel Désinfectant - Hydroalcoolique - 1 Litre - 70% ALCOOL,14.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/8923/1.jpg?6163,epicerie,"<div class=""tag _dsct"">49%</div>"
Nihel Gel Désinfectant - Hydroalcoolique - 1 Litre,14.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/6442/1.jpg?0624,epicerie,"<div class=""tag _dsct"">25%</div>"
Nova Pack de 5 flacons Nova 100 mL - Gel Désinfectant Hydroalcoolique,12.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/9443/1.jpg?4924,epicerie,"<div class=""tag _dsct"">9%</div>"
Nova Flacon Nova avec Pompe - Gel Désinfectant Hydroalcoolique - 1 L,19.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/5753/1.jpg?0711,epicerie,"<div class=""tag _dsct"">63%</div>"
Rojanet Pack de 10 Gel Hydro-alcooliques + 2 Gratuit - 12 * 150 ML,31.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/0272/1.jpg?4287,epicerie,"<div class=""tag _dsct"">65%</div>"
50 Masques médicales de protection respiratoire et d'hygiène - Bleu,50.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/1053/1.jpg?1506,epicerie,"<div class=""tag _dsct"">39%</div>"
Boite de 50 masques chirurgicaux de protection respiratoire  - Bleu,14.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/1713/1.jpg?7225,epicerie,"<div class=""tag _dsct"">42%</div>"
IOCOV Pack-Désinfectant Multi-Usage - Bactéricide - Virucide,26.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/2513/1.jpg?1725,epicerie,"<div class=""tag _dsct"">40%</div>"
Lot de 50 - Masque médicale de protection respiratoire,18.99,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/5113/1.jpg?3668,epicerie,"<div class=""tag _dsct"">14%</div>"
Lys Gel hydroalcoolique désinfectant - 1L,19.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/6503/1.jpg?7526,epicerie,"<div class=""tag _dsct"">45%</div>"
Septanil Gel désinfectant anti bactérien puissant citron pour les mains 99.9% - 500ml - citron,18.20,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/7692/1.jpg?3374,epicerie,"<div class=""tag _dsct"">54%</div>"
Nova Solution Spray Nova - Désinfectant Hydroalcoolique pafumée au citron - 500 ml,12.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/9443/1.jpg?4924,epicerie,"<div class=""tag _dsct"">45%</div>"
Nova Pack de 4 Flacons 125 mL Nova - Gel Désinfectant Hydroalcoolique,12.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/9443/1.jpg?4924,epicerie,"<div class=""tag _dsct"">22%</div>"
Désinfectant BACTÉRICIDE multi-usage 5L,15.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/4343/1.jpg?3227,epicerie,"<div class=""tag _dsct"">22%</div>"
Jouda Tomate double concentré lot de 4 de 400 g,7.86,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/9624/1.jpg?6691,epicerie,"<div class=""tag _dsct"">22%</div>"
El Manar Lot de 3 Boites de Thon en morceaux - A l'huile de de tournesol - 140g*3,11.51,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/5873/1.jpg?7774,epicerie,"<div class=""tag _dsct"">30%</div>"
Sicam Harissa - 380 gr,2.85,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/0654/1.jpg?0020,epicerie,"<div class=""tag _dsct"">30%</div>"
Neblia Double concentré de tomate 4/4,3.74,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/3904/1.jpg?5656,epicerie,"<div class=""tag _dsct"">52%</div>"
Sidi Daoud Thon Entier Huile D'Olive 1900 Gr,51.74,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/9324/1.jpg?3622,epicerie,"<div class=""tag _dsct"">36%</div>"
Jouda Harissa - 135g,1.15,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/3904/1.jpg?5609,epicerie,"<div class=""tag _dsct"">64%</div>"
Sidi Daoud Boite Aluminium Filet De Maquereaux Grilles Huile De Tournesol 170 Gr,4.58,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/9324/1.jpg?1329,epicerie,"<div class=""tag _dsct"">19%</div>"
El Manar Thon entier à l'huile d'olive vierge 700 g,22.08,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/1954/1.jpg?1042,epicerie,"<div class=""tag _dsct"">38%</div>"
Sidi Daoud Thon Entier Huile D'Olive 60 Gr,2.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/9324/1.jpg?8662,epicerie,"<div class=""tag _dsct"">18%</div>"
El Manar Lot de 3 Thon entier - A l'huile d'olive vierge - 160g,16.79,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/4873/1.jpg?6899,epicerie,"<div class=""tag _dsct"">19%</div>"
El Manar Sardines au citron - 125g,1.82,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/1954/1.jpg?0355,epicerie,"<div class=""tag _dsct"">22%</div>"
Sidi Daoud Thon Entier Huile D'Olive 300 Gr,8.99,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/9324/1.jpg?8751,epicerie,"<div class=""tag _dsct"">14%</div>"
Jouda Double concentré de tomate 1/2,1.98,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/3904/1.jpg?5495,epicerie,"<div class=""tag _dsct"">16%</div>"
Jouda Harissa - 380g,2.59,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/3904/1.jpg?5556,epicerie,"<div class=""tag _dsct"">34%</div>"
El Manar Filets de thon à l'huile d'olive vierge et tomates séchées 200g,8.60,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/1954/1.jpg?3565,epicerie,"<div class=""tag _dsct"">24%</div>"
KYUFI The Vert Soluble Menthe Ss Sucre 9G,7.12,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/5824/1.jpg?6520,epicerie,"<div class=""tag _dsct"">13%</div>"
KYUFI The Vert Soluble Menthe Av Sucre 75G,7.28,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/5824/1.jpg?6420,epicerie,"<div class=""tag _dsct"">24%</div>"
Delice Fruzzy Tropical - 125 Ml,0.49,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/3973/1.jpg?6762,epicerie,"<div class=""tag _dsct"">16%</div>"
KYUFI The Vert Soluble Ss Sucre,6.07,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/5824/1.jpg?6625,epicerie,"<div class=""tag _dsct"">41%</div>"
Kent Café Turk sucre moyen 9g,0.82,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/2044/1.jpg?7426,epicerie,"<div class=""tag _dsct"">40%</div>"
Delice Fruzzy Orange - 125 Ml,0.49,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/3973/1.jpg?6684,epicerie,"<div class=""tag _dsct"">45%</div>"
"Delice Punch Pulpe Orange 1,5L",2.33,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/3973/1.jpg?7663,epicerie,"<div class=""tag _dsct"">41%</div>"
Brava Chicorée 100 Gr,6.42,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/4034/1.jpg?9833,epicerie,"<div class=""tag _dsct"">40%</div>"
vanoise Lait Concentré Sucré 397 gr,6.62,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/9383/1.jpg?9644,epicerie,"<div class=""tag _dsct"">47%</div>"
Delice Jus Orange 20 Cl,0.72,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/3973/1.jpg?7354,epicerie,"<div class=""tag _dsct"">40%</div>"
Kent Cafe soluble Capuccino Chocolat st 12.5g,1.09,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/2044/1.jpg?5262,epicerie,"<div class=""tag _dsct"">21%</div>"
Delice Lait Arom Choc 10Cl Laitgo,0.45,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/2973/1.jpg?5631,epicerie,"<div class=""tag _dsct"">30%</div>"
"Delice Punch Cidre - 1,5L",2.40,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/3973/1.jpg?1151,epicerie,"<div class=""tag _dsct"">51%</div>"
Delice Pack de 06 Lait écrémé - 1L,10.80,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/2914/1.jpg?7595,epicerie,"<div class=""tag _dsct"">39%</div>"
"Delice Punch Pomme 0,3L",0.88,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/3973/1.jpg?7161,epicerie,"<div class=""tag _dsct"">40%</div>"
Dettol Antiseptique Classique Liquide - 500ml,13.59,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/6472/1.jpg?7729,epicerie,"<div class=""tag _dsct"">49%</div>"
Dettol Pack de 2 - 4en1 - Multi-action Citron - 2x900ml,20.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/6153/1.jpg?9768,epicerie,"<div class=""tag _dsct"">45%</div>"
Vanish Oxi Action Détachant textile - Liquide - 450ml,8.30,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/0873/1.jpg?6147,epicerie,"<div class=""tag _dsct"">53%</div>"
Dettol Pack de 2 - 4en1 - Multi-action Aqua - 2x900ml,20.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/1904/1.jpg?7684,epicerie,"<div class=""tag _dsct"">38%</div>"
Aérosol Pure - Douceur de Coton,13.28,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/6404/1.jpg?9146,epicerie,"<div class=""tag _dsct"">51%</div>"
Cillit Bang Nettoyant - Adieu Au Calcaire - 750ml,15.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/0973/1.jpg?9146,epicerie,"<div class=""tag _dsct"">25%</div>"
Dettol 4en1 - Multi-action Aqua - 900ml,11.70,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/6472/1.jpg?3087,epicerie,"<div class=""tag _dsct"">43%</div>"
Dettol 4en1 - Multi-action Citron - 900ml,11.70,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/6223/1.jpg?5165,epicerie,"<div class=""tag _dsct"">51%</div>"
Dettol Antiseptique Classique Liquide - 125ml,5.12,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/5262/1.jpg?5168,epicerie,"<div class=""tag _dsct"">31%</div>"
Vanish Oxi Action Détachant textile - Poudre - 250g,8.75,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/0873/1.jpg?6779,epicerie,"<div class=""tag _dsct"">65%</div>"
Dettol Pack de 2 - Gel Douche Original Antibactérien - Parfum de Pin - 2x250ml,17.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/6153/1.jpg?5166,epicerie,"<div class=""tag _dsct"">59%</div>"
Dettol Gel Douche Original Antibactérien - Parfum de Pin - 250ml,9.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/0543/1.jpg?6612,epicerie,"<div class=""tag _dsct"">11%</div>"
Dettol Gel Douche Fresh Antibactérien - Agrumes & Fleur d'Oranger - 250ml,9.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/0543/1.jpg?5161,epicerie,"<div class=""tag _dsct"">10%</div>"
NIVEA Déodorant Roll On Double Effect - 50ml,8.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/0133/1.jpg?3704,epicerie,"<div class=""tag _dsct"">38%</div>"
Balea Pack-2-Gel Douche - Secrets de Beauté Lait de Riz - 250 ML,8.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/9313/1.jpg?0673,epicerie,"<div class=""tag _dsct"">18%</div>"
NIVEA Eau Micellaire Démaquillante Peaux Sensibles - 400ML,20.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/9033/1.jpg?3705,epicerie,"<div class=""tag _dsct"">40%</div>"
Gillette Pack Simply Venus2 *8+4,13.45,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/9194/1.jpg?7823,epicerie,"<div class=""tag _dsct"">39%</div>"
Coro'Clean Gel antibactérien désinfectant - alcoolisé  Coro'Clean 250ml,6.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/3932/1.jpg?8679,epicerie,"<div class=""tag _dsct"">44%</div>"
Gillette Rasaoir Fusion5 (Tête à 5 Lames) + 5 Lames de Recharge Fusion5,59.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/2242/1.jpg?6634,epicerie,"<div class=""tag _dsct"">34%</div>"
Gillette Pack Bleu III 9+3,22.61,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/9194/1.jpg?7738,epicerie,"<div class=""tag _dsct"">8%</div>"
Gillette Rasaoir Mach3 + 2 Lames de Recharge Gratuit,14.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/2242/1.jpg?2532,epicerie,"<div class=""tag _dsct"">44%</div>"
Balea Pack 2 Déodorant Men Fresh - 2 x 200 ML,13.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/5891/1.jpg?2053,epicerie,"<div class=""tag _dsct"">34%</div>"
Rexona Déodorant Tropical - Fresh Confidence 48h - 200ml,10.09,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/0903/1.jpg?1371,epicerie,"<div class=""tag _dsct"">63%</div>"
Gillette Pack Simply Venus2 *4+2,6.72,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/9194/1.jpg?7786,epicerie,"<div class=""tag _dsct"">49%</div>"
Balea Pack 2 Déodorant Men Extra Dry - 2 x 200 ML,13.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/5891/1.jpg?2057,epicerie,"<div class=""tag _dsct"">38%</div>"
Flexol Pack 2  - Anti-Insect - Parfum Citron - 2 * 400 ML,8.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/1791/1.jpg?1766,epicerie,"<div class=""tag _dsct"">40%</div>"
Gillette Lames Pour Elle Vénus,25.94,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/9194/1.jpg?7591,epicerie,"<div class=""tag _dsct"">52%</div>"
Balea Pack 2 - Déodorant Women Extra Dry - 2 x 200 ML,13.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/5452/1.jpg?6326,epicerie,"<div class=""tag _dsct"">63%</div>"
Lilas Essuie Tout Clean Classic - 2 Rouleaux,3.20,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/7093/1.jpg?4698,epicerie,"<div class=""tag _dsct"">60%</div>"
Lilas Essuie Tout Professionnel - 1 Rouleau,8.40,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/7093/1.jpg?6564,epicerie,"<div class=""tag _dsct"">58%</div>"
Lilas Papier Hygiénique Extra Fleurie - Blanc - 4 Rouleaux,2.30,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/7093/1.jpg?2740,epicerie,"<div class=""tag _dsct"">49%</div>"
